Student Name,RegID,Semester Number,Subject,Faculty Name,Rating_Faculty,Preferred Faculty,Rating_Preferred_Faculty
Student40,22BAI0040,3,Technical English Communication (Theory Only),Prof. Manish Verma,1,Dr. Anjali Verma,5
Student1,22BAI0001,6,Physics (Theory),Dr. Karan Kapoor,1,Dr. Anurag Sharma,5
Student67,22BAI0067,3,Technical English Communication (Theory Only),Prof. Rajan Gupta,4,Dr. Neha Kumar,5
Student86,22BAI0086,2,Structured and Object-Oriented Programming (Theory Only),Dr. Nisha Jain,2,Dr. Aishwarya Desai,5
Student94,22BAI0094,7,Digital Systems Design (Theory Only),Dr. Sneha Patel,3,Prof. Leela Sharma,5
Student41,22BAI0041,1,Differential Equations and Transforms (Theory),Dr. Akash Kumar,5,Prof. Neha Gupta,5
Student84,22BAI0084,2,Stru,Prof. Shraddha Singh,5,Prof. Kavita Mehta,5
Student49,22BAI0049,1,Physics (Theory),Prof. Varsha Mehta,2,Dr. Kirti Verma,5
Student88,22BAI0088,2,Technical English Communication (Theory Only),Dr. Akshay Verma,5,Dr. Ananya Sharma,5
Student90,22BAI0090,5,Digital Systems Design (Theory Only),Prof. Rajesh Kumar,3,Prof. Vandana Sharma,5
Student7,22BAI0007,5,Differential Equations and Transforms (Theory),Dr. Neeraj Desai,5,Prof. Neha Kapoor,5
Student77,22BAI0077,8,Structured and Object-Oriented Programming (Theory Only),Prof. Shruti Singh,3,Prof. Manish Verma,5
Student25,22BAI0025,8,Technical English Communication (Theory Only),Prof. Arjun Verma,1,Prof. Pooja Verma,5
Student55,22BAI0055,6,Structured and Object-Oriented Programming (Theory Only),Prof. Pankaj Patel,1,Prof. Neha Singh,5
Student92,22BAI0092,7,Physics (Theory),Prof. Abhinav Gupta,4,Dr. Karan Desai,5
Student39,22BAI0039,2,Differential Equations and Transforms (Theory),Dr. Rakesh Kumar,2,Dr. Snehal Desai,5
Student54,22BAI0054,4,Digital Systems Design (Theory Only),Dr. Rahul Verma,3,Dr. Sameer Joshi,5
Student43,22BAI0043,8,Technical English Communication (Theory Only),Dr. Rakesh Deshmukh,5,Dr. Sameera Joshi,5
Student102,22BAI0102,4,Structured and Object-Oriented Programming (Theory Only),Dr. Komal Patel,5,Prof. Pooja Patel,5
Student103,22BAI0103,4,Digital Systems Design (Theory Only),Dr. Aarti Deshmukh,2,Dr. Deepika Verma,5
Student80,22BAI0080,2,Differential Equations and Transforms (Theory),Prof. Sameer Sharma,5,Dr. Arjun Mehta,5
Student62,22BAI0062,8,Physics (Theory),Dr. Deepak Sharma,3,Dr. Kirti Sharma,5
Student40,22BAI0040,5,Technical English Communication (Theory Only),Prof. Sangeeta Verma,5,Dr. Rajat Gupta,5
Student7,22BAI0007,8,Structured and Object-Oriented Programming (Theory Only),Prof. Ritu Khanna,3,Prof. Aarti Mehta,5
Student23,22BAI0023,1,Digital Systems Design (Theory Only),Prof. Ankit Patel,1,Prof. Vivek Sharma,5
Student72,22BAI0072,2,Physics (Theory),Dr. Megha Sharma,5,Dr. Anju Gupta,5
Student12,22BAI0012,1,Differential Equations and Transforms (Theory),Prof. Vinita Verma,2,Dr. Anjali Verma,5
Student78,22BAI0078,2,Differential Equations and Transforms (Theory),Dr. Rohit Kapoor,5,Dr. Anurag Sharma,5
Student94,22BAI0094,2,Physics (Theory),Dr. Sanjay Verma,3,Dr. Neha Kumar,5
Student61,22BAI0061,8,Structured and Object-Oriented Programming (Theory Only),Prof. Rajat Kumar,5,Dr. Aishwarya Desai,5
Student6,22BAI0006,5,Digital Systems Design (Theory Only),Prof. Rahul Kapoor,3,Prof. Leela Sharma,5
Student93,22BAI0093,3,Technical English Communication (Theory Only),Prof. Tanvi Kapoor,1,Prof. Neha Gupta,5
Student14,22BAI0014,1,Structured and Object-Oriented Programming (Theory Only),Dr. Akash Kumar,1,Prof. Kavita Mehta,5
Student36,22BAI0036,1,Digital Systems Design (Theory Only),Prof. Rishi Patel,4,Prof. Meenal Patel,5
Student2,22BAI0002,5,Technical English Communication (Theory Only),Dr. Sumit Sharma,2,Dr. Neeraj Desai,5
Student83,22BAI0083,1,Differential Equations and Transforms (Theory),Prof. Preeti Khanna,3,Dr. Mohit Kapoor,5
Student64,22BAI0064,1,Physics (Theory),Prof. Priya Sharma,5,Dr. Priya Gupta,5
Student45,22BAI0045,6,Digital Systems Design (Theory Only),Dr. Anjali Kapoor,5,Dr. Sakshi Gupta,5
Student56,22BAI0056,8,Differential Equations and Transforms (Theory),Dr. Anjali Singh,2,Prof. Varun Singh,5
Student30,22BAI0030,2,Physics (Theory),Prof. Kavita Singh,5,Prof. Neha Verma,5
Student88,22BAI0088,5,Technical English Communication (Theory Only),Dr. Shweta Sharma,5,Prof. Rajesh Kumar,5
Student8,22BAI0008,1,Structured and Object-Oriented Programming (Theory Only),Dr. Alok Kumar,2,Dr. Karan Kapoor,5
Student27,22BAI0027,7,Digital Systems Design (Theory Only),Prof. Meera Sharma,5,Prof. Vikram Singh,5
Student35,22BAI0035,3,Technical English Communication (Theory Only),Prof. Shruti Singh,3,Prof. Roshni Gupta,5
Student59,22BAI0059,1,Physics (Theory),Dr. Aditi Sharma,5,Prof. Ritu Kumar,5
Student33,22BAI0033,7,Differential Equations and Transforms (Theory),Prof. Vivek Verma,3,Dr. Nisha Jain,5
Student91,22BAI0091,8,Structured and Object-Oriented Programming (Theory Only),Prof. Shraddha Singh,1,Prof. Sushil Patel,5
Student52,22BAI0052,2,Digital Systems Design (Theory Only),Prof. Vivek Patel,1,Prof. Naveen Verma,5
Student18,22BAI0018,6,Technical English Communication (Theory Only),Dr. Sneha Singh,4,Prof. Rahul Kapoor,5
Student22,22BAI0022,1,Physics (Theory),Dr. Radhika Sharma,2,Prof. Tanvi Kapoor,5
Student55,22BAI0055,7,Differential Equations and Transforms (Theory),Dr. Akshay Verma,3,Dr. Akash Kumar,5
Student9,22BAI0009,4,Structured and Object-Oriented Programming (Theory Only),Dr. Pradeep Sharma,5,Prof. Rishi Patel,5
Student17,22BAI0017,4,Differential Equations and Transforms (Theory),Prof. Raghav Kapoor,5,Dr. Sumit Sharma,5
Student20,22BAI0020,8,Structured and Object-Oriented Programming (Theory Only),Prof. Arjun Singh,2,Prof. Preeti Khanna,5
Student37,22BAI0037,2,Technical English Communication (Theory Only),Prof. Rajan Gupta,5,Prof. Priya Sharma,5
Student74,22BAI0074,5,Digital Systems Design (Theory Only),Prof. Vipul Verma,3,Dr. Anjali Kapoor,5
Student86,22BAI0086,3,Physics (Theory),Prof. Nisha Kapoor,5,Dr. Anjali Singh,5
Student70,22BAI0070,6,Digital Systems Design (Theory Only),Dr. Kirti Verma,3,Prof. Kavita Singh,5
Student46,22BAI0046,5,Structured and Object-Oriented Programming (Theory Only),Dr. Ananya Sharma,1,Dr. Shweta Sharma,5
Student67,22BAI0067,3,Physics (Theory),Prof. Vandana Sharma,1,Dr. Alok Kumar,5
Student71,22BAI0071,5,Technical English Communication (Theory Only),Prof. Neha Kapoor,4,Prof. Meera Sharma,5
Student25,22BAI0025,5,Differential Equations and Transforms (Theory),Prof. Manish Verma,2,Prof. Shruti Singh,5
Student19,22BAI0019,8,Structured and Object-Oriented Programming (Theory Only),Prof. Pooja Verma,3,Dr. Aditi Sharma,5
Student24,22BAI0024,1,Physics (Theory),Prof. Neha Singh,5,Prof. Vivek Verma,5
Student98,22BAI0098,5,Digital Systems Design (Theory Only),Dr. Karan Desai,5,Prof. Shraddha Singh,5
Student44,22BAI0044,3,Technical English Communication (Theory Only),Dr. Snehal Desai,2,Prof. Vivek Patel,5
Student89,22BAI0089,7,Differential Equations and Transforms (Theory),Dr. Sameer Joshi,5,Dr. Sneha Singh,5
Student97,22BAI0097,5,Differential Equations and Transforms (Theory),Dr. Sameera Joshi,3,Dr. Radhika Sharma,5
Student31,22BAI0031,4,Digital Systems Design (Theory Only),Prof. Pooja Patel,5,Dr. Akshay Verma,5
Student81,22BAI0081,2,Structured and Object-Oriented Programming (Theory Only),Dr. Deepika Verma,3,Dr. Pradeep Sharma,5
Student16,22BAI0016,1,Technical English Communication (Theory Only),Dr. Arjun Mehta,1,Prof. Raghav Kapoor,5
Student58,22BAI0058,6,Physics (Theory),Dr. Kirti Sharma,1,Prof. Arjun Singh,5
Student96,22BAI0096,2,Physics (Theory),Dr. Rajat Gupta,4,Prof. Rajan Gupta,5
Student3,22BAI0003,4,Digital Systems Design (Theory Only),Prof. Aarti Mehta,2,Prof. Vipul Verma,5
Student51,22BAI0051,6,Structured and Object-Oriented Programming (Theory Only),Prof. Vivek Sharma,3,Prof. Nisha Kapoor,5
Student60,22BAI0060,4,Differential Equations and Transforms (Theory),Dr. Anju Gupta,5,Dr. Kirti Verma,5
Student29,22BAI0029,6,Technical English Communication (Theory Only),Dr. Anjali Verma,5,Dr. Ananya Sharma,5
Student38,22BAI0038,6,Physics (Theory),Dr. Anurag Sharma,2,Prof. Vandana Sharma,5
Student92,22BAI0092,7,Technical English Communication (Theory Only),Dr. Neha Kumar,5,Prof. Neha Kapoor,5
Student69,22BAI0069,4,Digital Systems Design (Theory Only),Dr. Aishwarya Desai,3,Prof. Manish Verma,5
Student62,22BAI0062,3,Differential Equations and Transforms (Theory),Prof. Leela Sharma,5,Prof. Pooja Verma,5
Student21,22BAI0021,6,Structured,Prof. Neha Gupta,3,Prof. Neha Singh,5
Student68,22BAI0068,7,Physics (Theory),Prof. Kavita Mehta,1,Dr. Karan Desai,5
Student65,22BAI0065,5,Technical English Communication (Theory Only),Dr. Kirti Verma,1,Dr. Snehal Desai,5
Student84,22BAI0084,7,Digital Systems Design (Theory Only),Dr. Ananya Sharma,4,Dr. Sameer Joshi,5
Student13,22BAI0013,1,Differential Equations and Transforms (Theory),Prof. Vandana Sharma,2,Dr. Sameera Joshi,5
Student66,22BAI0066,4,Structured and Object-Oriented Programming (Theory Only),Prof. Neha Kapoor,3,Prof. Pooja Patel,5
Student32,22BAI0032,7,Technical English Communication (Theory Only),Prof. Manish Verma,5,Dr. Deepika Verma,5
Student95,22BAI0095,6,Structured and Object-Oriented Programming (Theory Only),Prof. Pooja Verma,5,Dr. Arjun Mehta,5
Student80,22BAI0080,4,Physics (Theory),Prof. Neha Singh,2,Dr. Kirti Sharma,5
Student5,22BAI0005,8,Differential Equations and Transforms (Theory),Dr. Karan Desai,5,Dr. Rajat Gupta,5
Student85,22BAI0085,6,Digital Systems Design (Theory Only),Dr. Snehal Desai,3,Prof. Aarti Mehta,5
Student100,22BAI0100,3,Technical English Communication (Theory Only),Dr. Sameer Joshi,5,Prof. Vivek Sharma,5
Student75,22BAI0075,7,Structured and Object-Oriented Programming (Theory Only),Dr. Sameera Joshi,3,Dr. Anju Gupta,5
Student99,22BAI0099,5,Digital Systems Design (Theory Only),Prof. Pooja Patel,1,Dr. Anjali Verma,5
Student50,22BAI0050,1,Differential Equations and Transforms (Theory),Dr. Deepika Verma,3,Dr. Anurag Sharma,5
Student48,22BAI0048,7,Physics (Theory),Dr. Arjun Mehta,5,Dr. Neha Kumar,5
Student10,22BAI0010,7,Technical English Communication (Theory Only),Dr. Kirti Sharma,3,Dr. Aishwarya Desai,5
Student82,22BAI0082,1,Structured and Object-Oriented Programming (Theory Only),Dr. Rajat Gupta,1,Prof. Leela Sharma,5
Student90,22BAI0090,8,Digital Systems Design (Theory Only),Prof. Aarti Mehta,1,Prof. Neha Gupta,5
Student26,22BAI0026,6,Physics (Theory),Prof. Vivek Sharma,4,Prof. Kavita Mehta,5
Student53,22BAI0053,4,Differential Equations and Transforms (Theory),Dr. Anju Gupta,2,Dr. Kirti Verma,5
Student54,22BAI0054,7,Differential Equations and Transforms (Theory),Dr. Anjali Verma,3,Dr. Ananya Sharma,5
Student76,22BAI0076,7,Physics (Theory),Dr. Anurag Sharma,5,Prof. Vandana Sharma,5
Student28,22BAI0028,5,Structured and Object-Oriented Programming (Theory Only),Dr. Neha Kumar,5,Prof. Neha Kapoor,5
Student77,22BAI0077,2,Digital Systems Design (Theory Only),Dr. Aishwarya Desai,2,Prof. Manish Verma,5
Student34,22BAI0034,7,Technical English Communication (Theory Only),Prof. Leela Sharma,5,Prof. Pooja Verma,5
Student87,22BAI0087,6,Structured and Object-Oriented Programming (Theory Only),Prof. Neha Gupta,3,Prof. Neha Singh,5
Student73,22BAI0073,5,Digital Systems Design (Theory Only),Prof. Kavita Mehta,5,Dr. Karan Desai,5
Student11,22BAI0011,2,Technical English Communication (Theory Only),Prof. Meenal Patel,3,Dr. Snehal Desai,5
Student41,22BAI0041,4,Differential Equations and Transforms (Theory),Dr. Neeraj Desai,1,Dr. Sameer Joshi,5
Student4,22BAI0004,5,Physics (Theory),Dr. Mohit Kapoor,1,Dr. Sameera Joshi,5
Student49,22BAI0049,3,Digital Systems Design (Theory Only),Dr. Priya Gupta,5,Prof. Pooja Patel,5
Student43,22BAI0043,2,Differential Equations and Transforms (Theory),Dr. Sakshi Gupta,5,Dr. Deepika Verma,5
Student79,22BAI0079,1,Physics (Theory),Prof. Varun Singh,2,Dr. Arjun Mehta,5
Student1,22BAI0001,1,Technical English Communication (Theory Only),Prof. Neha Verma,5,Dr. Kirti Sharma,5
Student57,22BAI0057,7,Structured and Object-Oriented Programming (Theory Only),Prof. Rajesh Kumar,3,Dr. Rajat Gupta,5
Student15,22BAI0015,2,Digital Systems Design (Theory Only),Dr. Karan Kapoor,5,Prof. Aarti Mehta,5
Student42,22BAI0042,6,Technical English Communication (Theory Only),Prof. Vikram Singh,3,Prof. Vivek Sharma,5
Student63,22BAI0063,1,Physics (Theory),Prof. Roshni Gupta,1,Dr. Anju Gupta,5
Student102,22BAI0102,3,Differential Equations and Transforms (Theory),Prof. Ritu Kumar,1,Dr. Anjali Verma,5
Student103,22BAI0103,6,Structured and Object-Oriented Programming (Theory Only),Dr. Nisha Jain,4,Dr. Anurag Sharma,5
Student47,22BAI0047,1,Digital Systems Design (Theory Only),Prof. Sushil Patel,2,Dr. Neha Kumar,5
Student22,22BAI0022,5,Technical English Communication (Theory Only),Prof. Naveen Verma,3,Dr. Aishwarya Desai,5
